kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
RSK2	AGC	6	169	0	35	183	11901	2.3088563391211565	1.2071784090213664	0.04983390932441796	0.36828474451947907	1.3024750423608054	0.4338162705782358	0.92903981264637	-0.10618767236257211	1.0000000000041602	1.0000000000627258	1.8067639413304805e-12	2.7241479467302745e-11	upregulated set	2.3088563391211565	1.2071784090213664	0.04983390932441796	0.36828474451947907	1.3024750423608054	0.4338162705782358
CLK2	CMGC	7	169	2	35	500	11901	0.9858816568047338	-0.020513616020230326	0.5695002725234559	0.9999999999943993	0.24450606376151862	2.4323713852674953e-12	1.3601142857142858	0.44372788125938345	0.43640192870203115	1.0000000000627258	0.3601133386913988	2.7241479467302745e-11	downregulated set	0.7352323334173598	-0.44372788125938345	0.43640192870203115	1.0000000000627258	0.3601133386913988	2.7241479467302745e-11
RSK3	AGC	11	169	0	35	173	11901	4.4775797790470975	2.1627191375848254	0.000054789435268891277	0.002413803297929237	4.261303175945438	2.617298123677173	0.9827415359207267	-0.025116061715254327	1.0000000000155407	1.0000000000627258	6.749231505607357e-12	2.7241479467302745e-11	upregulated set	4.4775797790470975	2.1627191375848254	0.000054789435268891277	0.002413803297929237	4.261303175945438	2.617298123677173
CDK9	CMGC	18	169	1	35	646	11901	1.9621704801509519	0.97245039333264	0.005433163650394039	0.07839278981282828	2.2649472135393127	1.1057238797709272	0.526360017691287	-0.9258781887724546	0.8582118398828668	1.0000000000627258	0.06640549823922927	2.7241479467302745e-11	upregulated set	1.9621704801509519	0.97245039333264	0.005433163650394039	0.07839278981282828	2.2649472135393127	1.1057238797709272
CLK1	CMGC	8	169	3	35	419	11901	1.3445368657411982	0.42710931288490067	0.2494937927255625	0.9803723596091999	0.6029402549246412	0.008608941645194813	2.4345721104670983	1.283668232943275	0.12536240283692346	1.0000000000627258	0.9018326922827984	2.7241479467302745e-11	downregulated set	0.41074979693583175	-1.283668232943275	0.12536240283692346	1.0000000000627258	0.9018326922827984	2.7241479467302745e-11
CDK8	CMGC	17	169	4	35	1019	11901	1.174820423782453	0.2324402516687783	0.28188740702024856	0.9995223652790686	0.5499243252769497	0.00020748367831577996	1.3347539604654424	0.4165738297556566	0.35252956434943317	1.0000000000627258	0.4528044557068612	2.7241479467302745e-11	downregulated set	0.7492017477522896	-0.4165738297556566	0.35252956434943317	1.0000000000627258	0.4528044557068612	2.7241479467302745e-11
CDK7	CMGC	13	169	5	35	932	11901	0.9822548695939255	-0.02583067992893546	0.5684786545145661	0.9999999999943993	0.24528583774946816	2.4323713852674953e-12	1.824187614960147	0.8672541161545523	0.1359501645012679	1.0000000000627258	0.8666202625748283	2.7241479467302745e-11	downregulated set	0.5481892277959836	-0.8672541161545523	0.1359501645012679	1.0000000000627258	0.8666202625748283	2.7241479467302745e-11
MAP3K15	STE	14	169	4	35	923	11901	1.0681274721611418	0.09508383099608256	0.44061135145571456	0.9999999999943993	0.35594431832670886	2.4323713852674953e-12	1.473579941185575	0.5593253282756961	0.2871128537206626	1.0000000000627258	0.5419473641910691	2.7241479467302745e-11	downregulated set	0.6786194437442231	-0.5593253282756961	0.2871128537206626	1.0000000000627258	0.5419473641910691	2.7241479467302745e-11
CDK6	CMGC	17	169	2	35	519	11901	2.3066320073878988	1.2057878594767109	0.0013801426480467324	0.03624615087164672	2.860076023701751	1.4407381061677684	1.310322047894302	0.3899214375635894	0.45555424250453036	1.0000000000627258	0.3414599044914744	2.7241479467302745e-11	upregulated set	2.3066320073878988	1.2057878594767109	0.0013801426480467324	0.03624615087164672	2.860076023701751	1.4407381061677684
CDK5	CMGC	15	169	1	35	598	11901	1.7663909283410184	0.8208046679946661	0.025105982773132557	0.2377222743830989	1.6002227735091312	0.6239301233267321	0.5686096512183468	-0.8144895082766349	0.8354754714629335	1.0000000000627258	0.07806629593775845	2.7241479467302745e-11	upregulated set	1.7663909283410184	0.8208046679946661	0.025105982773132557	0.2377222743830989	1.6002227735091312	0.6239301233267321
CDK4	CMGC	14	169	3	35	482	11901	2.045397628225589	1.0323813324118951	0.009884707602570278	0.13022027841646933	2.0050361729328494	0.8853213804481374	2.116360403082395	1.0815853304126648	0.16866114661262943	1.0000000000627258	0.7729849515255458	2.7241479467302745e-11	downregulated set	0.47250931294288995	-1.0815853304126648	0.16866114661262943	1.0000000000627258	0.7729849515255458	2.7241479467302745e-11
CDK3	CMGC	12	169	1	35	421	11901	2.007224275815542	1.0052018242390124	0.018686287235090162	0.19523948387007997	1.7284769797067188	0.7094323491033697	0.8076688157448252	-0.3081642571449259	0.71681874799176	1.0000000000627258	0.14459064446913078	2.7241479467302745e-11	upregulated set	2.007224275815542	1.0052018242390124	0.018686287235090162	0.19523948387007997	1.7284769797067188	0.7094323491033697
MRCKB	AGC	1	169	0	35	129	11901	0.5458923902573276	-0.8733115088390018	0.8416607390161639	0.9999999999943993	0.07486293090454972	2.4323713852674953e-12	1.317940199335548	0.39828491049821596	0.9999999999712521	1.0000000000627258	1.2485051276898212e-11	2.7241479467302745e-11	downregulated set	0.7587597680867155	-0.39828491049821596	0.9999999999712521	1.0000000000627258	1.2485051276898212e-11	2.7241479467302745e-11
CDK2	CMGC	25	169	2	35	581	11901	3.0301255741478172	1.5993775829544483	0.0000010938375700441096	0.000205706903526814	5.96104716399061	3.686751133131279	1.1704942217850995	0.2271178125169414	0.5155154670670833	1.0000000000627258	0.28775830000002794	2.7241479467302745e-11	upregulated set	3.0301255741478172	1.5993775829544483	0.0000010938375700441096	0.000205706903526814	5.96104716399061	3.686751133131279
MRCKA	AGC	2	169	0	35	165	11901	0.8535771920387305	-0.2284064676615633	0.6820967513549901	0.9999999999943993	0.1661540188927798	2.4323713852674953e-12	1.0303896103896104	0.04318995167565457	1.0000000000096094	1.0000000000627258	4.173319976982609e-12	2.7241479467302745e-11	downregulated set	0.970506680110915	-0.04318995167565457	1.0000000000096094	1.0000000000627258	4.173319976982609e-12	2.7241479467302745e-11
AAK1	Other	12	169	2	35	1160	11901	0.7284839828606408	-0.4570308427095257	0.9053532453339795	0.9999999999943993	0.043181937295763785	2.4323713852674953e-12	0.586256157635468	-0.770396924093464	0.8679193219729724	1.0000000000627258	0.061520643084326046	2.7241479467302745e-11	upregulated set	0.7284839828606408	-0.4570308427095257	0.9053532453339795	0.9999999999943993	0.043181937295763785	2.4323713852674953e-12
CDK1	CMGC	15	169	2	35	547	11901	1.9310818558463052	0.9494093194002144	0.012409638613302462	0.14996124173170566	1.90624086560311	0.8240209721248863	1.2432488900496212	0.3141151431289137	0.483133459295724	1.0000000000627258	0.3159328845082791	2.7241479467302745e-11	upregulated set	1.9310818558463052	0.9494093194002144	0.012409638613302462	0.14996124173170566	1.90624086560311	0.8240209721248863
skMLCK	CAMK	5	169	1	35	472	11901	0.7459758299067295	-0.4227992078902265	0.8031976723521528	0.9999999999943993	0.09517755877236343	2.4323713852674953e-12	0.7203995157384988	-0.47313088344037096	0.7576255689522285	1.0000000000627258	0.12054537684074156	2.7241479467302745e-11	upregulated set	0.7459758299067295	-0.4227992078902265	0.8031976723521528	0.9999999999943993	0.09517755877236343	2.4323713852674953e-12
AURB	Other	3	169	0	35	393	11901	0.5375581552915669	-0.8955072549531978	0.9193143649252965	0.9999999999943993	0.03653595367743179	2.4323713852674953e-12	0.43260632497273716	-1.2088733363371362	0.9999999999710992	1.0000000000627258	1.255144522297232e-11	2.7241479467302745e-11	upregulated set	0.5375581552915669	-0.8955072549531978	0.9193143649252965	0.9999999999943993	0.03653595367743179	2.4323713852674953e-12
AURC	Other	5	169	0	35	426	11901	0.8265272106008834	-0.2748657787542234	0.7263431411961718	0.9999999999943993	0.13885816012468943	2.4323713852674953e-12	0.39909456740442656	-1.3251974543043679	1.0000000000627258	1.0000000000627258	2.7241479467302745e-11	2.7241479467302745e-11	upregulated set	0.8265272106008834	-0.2748657787542234	0.7263431411961718	0.9999999999943993	0.13885816012468943	2.4323713852674953e-12
BMPR1B	TKL	14	169	0	35	932	11901	1.057812936485766	0.08108452398757664	0.4551280745047729	0.9999999999943993	0.3418663742794829	2.4323713852674953e-12	0.18241876149601471	-2.45467397873281	0.9999999999530592	1.0000000000627258	2.0386123725281598e-11	2.7241479467302745e-11	upregulated set	1.057812936485766	0.08108452398757664	0.4551280745047729	0.9999999999943993	0.3418663742794829	2.4323713852674953e-12
AURA	Other	4	169	0	35	466	11901	0.6044645351347233	-0.7262703980700279	0.8998405725528565	0.9999999999943993	0.045834428998218185	2.4323713852674953e-12	0.36483752299202943	-1.45467397873281	0.9999999999906064	1.0000000000627258	4.079587347272842e-12	2.7241479467302745e-11	upregulated set	0.6044645351347233	-0.7262703980700279	0.8998405725528565	0.9999999999943993	0.045834428998218185	2.4323713852674953e-12
BMPR1A	TKL	11	169	1	35	970	11901	0.7985786616238638	-0.32449357185294037	0.8192184129858913	0.9999999999943993	0.08660029493233176	2.4323713852674953e-12	0.3505449189985272	-1.51232877115302	0.9489115292260865	1.0000000000627258	0.02277427667702702	2.7241479467302745e-11	upregulated set	0.7985786616238638	-0.32449357185294037	0.8192184129858913	0.9999999999943993	0.08660029493233176	2.4323713852674953e-12
DYRK4	CMGC	18	169	2	35	967	11901	1.3108191625413803	0.3904686685497236	0.14730042718727315	0.7607793002650989	0.8317959936542704	0.11874131245200809	0.7032648840301373	-0.507859913555371	0.7890870709963965	1.0000000000627258	0.10287507237119602	2.7241479467302745e-11	upregulated set	1.3108191625413803	0.3904686685497236	0.14730042718727315	0.7607793002650989	0.8317959936542704	0.11874131245200809
GSK3B	CMGC	17	169	3	35	797	11901	1.5020602406955077	0.5869426738441202	0.06356068792423127	0.4585449628819541	1.1968114110228576	0.3386180729184531	1.2799067933321384	0.3560387526521548	0.4193138719166196	1.0000000000627258	0.3774607698473553	2.7241479467302745e-11	upregulated set	1.5020602406955077	0.5869426738441202	0.06356068792423127	0.4585449628819541	1.1968114110228576	0.3386180729184531
DYRK3	CMGC	11	169	2	35	601	11901	1.2888873573629749	0.3661261845103642	0.2388797008194938	0.968232150709132	0.6218207535428789	0.014020500455984254	1.1315426669835986	0.17829098521028472	0.5339664497522457	1.0000000000627258	0.2724860297602268	2.7241479467302745e-11	upregulated set	1.2888873573629749	0.3661261845103642	0.2388797008194938	0.968232150709132	0.6218207535428789	0.014020500455984254
GSK3A	CMGC	9	169	0	35	736	11901	0.8611155775662465	-0.21572120803044806	0.7233017830485464	0.9999999999943993	0.14068046429982817	2.4323713852674953e-12	0.2309976708074534	-2.114049790135543	1.000000000046827	1.0000000000627258	2.033670194166612e-11	2.7241479467302745e-11	upregulated set	0.8611155775662465	-0.21572120803044806	0.7233017830485464	0.9999999999943993	0.14068046429982817	2.4323713852674953e-12
BMPR2	TKL	6	169	0	35	826	11901	0.5115262833646145	-0.9671197241140369	0.9788720529798075	0.9999999999943993	0.009274070521897762	2.4323713852674953e-12	0.2058284330681425	-2.2804858054979755	0.9999999999891268	1.0000000000627258	4.722166954617136e-12	2.7241479467302745e-11	upregulated set	0.5115262833646145	-0.9671197241140369	0.9788720529798075	0.9999999999943993	0.009274070521897762	2.4323713852674953e-12
DYRK2	CMGC	16	169	3	35	829	11901	1.3591337677818145	0.44268745508850205	0.13402574081803018	0.7383599903247844	0.8728117835632532	0.13173184455519207	1.230501464759607	0.2992463751468761	0.444863714938294	1.0000000000627258	0.3517730157954925	2.7241479467302745e-11	upregulated set	1.3591337677818145	0.44268745508850205	0.13402574081803018	0.7383599903247844	0.8728117835632532	0.13173184455519207
PKCI	AGC	2	169	1	35	87	11901	1.618853295245868	0.6949722507355242	0.35491274688774577	0.9999999999943993	0.4498784024456004	2.4323713852674953e-12	3.908374384236453	1.966568670072742	0.22846234096600695	1.0000000000627258	0.6411853774696065	2.7241479467302745e-11	downregulated set	0.25586085202924125	-1.966568670072742	0.22846234096600695	1.0000000000627258	0.6411853774696065	2.7241479467302745e-11
PKCH	AGC	1	169	1	35	88	11901	0.8002286175363098	-0.3215158720530449	0.7162279093798413	0.9999999999943993	0.14494875976436034	2.4323713852674953e-12	3.863961038961039	1.9500805472841731	0.23074152884922236	1.0000000000627258	0.6368742341441732	2.7241479467302745e-11	downregulated set	0.25880178136291065	-1.9500805472841731	0.23074152884922236	1.0000000000627258	0.6368742341441732	2.7241479467302745e-11
LRRK2	TKL	15	169	3	35	648	11901	1.6300953320184088	0.7049563393081462	0.04523997914579992	0.36828474451947907	1.3444776039425617	0.4338162705782358	1.5742063492063492	0.6546246637580018	0.2978578751881711	1.0000000000627258	0.5259909129210107	2.7241479467302745e-11	upregulated set	1.6300953320184088	0.7049563393081462	0.04523997914579992	0.36828474451947907	1.3444776039425617	0.4338162705782358
CK2A2	Other	8	169	0	35	871	11901	0.646797872268154	-0.6286131620146121	0.9319247106062549	0.9999999999943993	0.030619172505488606	2.4323713852674953e-12	0.19519435788092504	-2.3570167426773945	1.000000000000783	1.0000000000627258	3.4002186470655595e-13	2.7241479467302745e-11	upregulated set	0.646797872268154	-0.6286131620146121	0.9319247106062549	0.9999999999943993	0.030619172505488606	2.4323713852674953e-12
CK2A1	Other	8	169	0	35	867	11901	0.6497819454966114	-0.6219724366375827	0.9298437627932069	0.9999999999943993	0.031590017743874675	2.4323713852674953e-12	0.19609490855165596	-2.3503760173003645	1.000000000025475	1.0000000000627258	1.1063632590878285e-11	2.7241479467302745e-11	upregulated set	0.6497819454966114	-0.6219724366375827	0.9298437627932069	0.9999999999943993	0.031590017743874675	2.4323713852674953e-12
PKCT	AGC	3	169	1	35	92	11901	2.296308206843324	1.199316291248396	0.14813854361597636	0.7607793002650989	0.8293319293121688	0.11874131245200809	3.6959627329192544	1.8859502098644576	0.23979305138375948	1.0000000000627258	0.6201634058468997	2.7241479467302745e-11	downregulated set	0.27056549869758845	-1.8859502098644576	0.23979305138375948	1.0000000000627258	0.6201634058468997	2.7241479467302745e-11
DMPK1	AGC	3	169	1	35	337	11901	0.6268853264972873	-0.6737265338764497	0.859341831111869	0.9999999999943993	0.06583404707068889	2.4323713852674953e-12	1.008986858838491	0.012907384739611925	0.6346424038610036	1.0000000000627258	0.1974709137237824	2.7241479467302745e-11	downregulated set	0.9910931854466011	-0.012907384739611925	0.6346424038610036	1.0000000000627258	0.1974709137237824	2.7241479467302745e-11
EEF2K	Alpha	4	169	3	35	802	11901	0.3512225353775325	-1.509542679870668	0.9969702463686035	0.9999999999943993	0.0013178026018348978	2.4323713852674953e-12	1.2719273245457783	0.3470162401877061	0.4233284673380211	1.0000000000627258	0.37332252578037955	2.7241479467302745e-11	downregulated set	0.7862084418676303	-0.3470162401877061	0.4233284673380211	1.0000000000627258	0.37332252578037955	2.7241479467302745e-11
PKCZ	AGC	3	169	0	35	196	11901	1.0778589542325807	0.10816840319020056	0.5301566750965858	0.9999999999943993	0.27559576610741787	2.4323713852674953e-12	0.8674198250728863	-0.2051976781937379	0.9999999999719865	1.0000000000627258	1.216609996732666e-11	2.7241479467302745e-11	upregulated set	1.0778589542325807	0.10816840319020056	0.5301566750965858	0.9999999999943993	0.27559576610741787	2.4323713852674953e-12
TLK2	Other	9	169	3	35	841	11901	0.7536041202006627	-0.40812124222857954	0.8497826204386305	0.9999999999943993	0.07069215524789717	2.4323713852674953e-12	1.2129437744182094	0.27851267638748206	0.4543488408379416	1.0000000000627258	0.3426105756082227	2.7241479467302745e-11	downregulated set	0.824440523205333	-0.27851267638748206	0.4543488408379416	1.0000000000627258	0.3426105756082227	2.7241479467302745e-11
TLK1	Other	7	169	3	35	768	11901	0.6418500369822485	-0.6396918320792997	0.923411383212676	0.9999999999943993	0.03460477605303852	2.4323713852674953e-12	1.328236607142857	0.4095121659214702	0.39589138988560874	1.0000000000627258	0.4024239434759618	2.7241479467302745e-11	downregulated set	0.7528779094193766	-0.4095121659214702	0.39589138988560874	1.0000000000627258	0.4024239434759618	2.7241479467302745e-11
PDHK4	PDHK	8	169	2	35	777	11901	0.7250462635078019	-0.4638550418234578	0.8666198859359396	0.9999999999943993	0.062171349627563606	2.4323713852674953e-12	0.8752344180915609	-0.19225862248623984	0.6759882600961085	1.0000000000627258	0.1700608463952745	2.7241479467302745e-11	downregulated set	1.1425510461305775	0.19225862248623984	0.6759882600961085	1.0000000000627258	0.1700608463952745	2.7241479467302745e-11
PDHK1	PDHK	10	169	3	35	843	11901	0.8353513445218893	-0.25954497947046745	0.7640159228358188	0.9999999999943993	0.11689759021007959	2.4323713852674953e-12	1.2100660904931368	0.27508584570054434	0.455924099743169	1.0000000000627258	0.3411074507705168	2.7241479467302745e-11	downregulated set	0.8264011427611124	-0.27508584570054434	0.455924099743169	1.0000000000627258	0.3411074507705168	2.7241479467302745e-11
CAMK1A	CAMK	1	169	0	35	159	11901	0.44289382605783184	-1.174967208700103	0.896811319827814	0.9999999999943993	0.04729891858020069	2.4323713852674953e-12	1.0692722371967653	0.09662921063711476	0.9999999999712165	1.0000000000627258	1.2500528732736838e-11	2.7241479467302745e-11	downregulated set	0.9352155281068819	-0.09662921063711476	0.9999999999712165	1.0000000000627258	1.2500528732736838e-11	2.7241479467302745e-11
CAMK1B	CAMK	1	169	0	35	141	11901	0.49943346342691675	-1.0016356058145413	0.8665672245046002	0.9999999999943993	0.06219774097205158	2.4323713852674953e-12	1.2057750759878418	0.26996081352267665	1.0000000000204459	1.0000000000627258	8.879527311931892e-12	2.7241479467302745e-11	downregulated set	0.8293420720947821	-0.26996081352267665	1.0000000000204459	1.0000000000627258	8.879527311931892e-12	2.7241479467302745e-11
GCN2	Other	6	169	1	35	651	11901	0.6490333487852099	-0.6236354858602268	0.9038861791728395	0.9999999999943993	0.04388625411462496	2.4323713852674953e-12	0.5223173140223831	-0.9370015672441653	0.8603966116941233	1.0000000000627258	0.0653013085651919	2.7241479467302745e-11	upregulated set	0.6490333487852099	-0.6236354858602268	0.9038861791728395	0.9999999999943993	0.04388625411462496	2.4323713852674953e-12
smMLCK	CAMK	3	169	0	35	310	11901	0.6814850162244703	-0.5532461579688289	0.8185059897390082	0.9999999999943993	0.08697813811999182	2.4323713852674953e-12	0.5484331797235024	-0.8666122393527671	1.0000000000037457	1.0000000000627258	1.6267240033256934e-12	2.7241479467302745e-11	upregulated set	0.6814850162244703	-0.5532461579688289	0.8185059897390082	0.9999999999943993	0.08697813811999182	2.4323713852674953e-12
CAMK1D	CAMK	1	169	0	35	176	11901	0.4001143087681549	-1.3215158720530449	0.9190816236118106	0.9999999999943993	0.03664591722100795	2.4323713852674953e-12	0.9659902597402598	-0.0499194527158269	1.000000000017942	1.0000000000627258	7.792151660667277e-12	2.7241479467302745e-11	downregulated set	1.0352071254516426	0.0499194527158269	1.000000000017942	1.0000000000627258	7.792151660667277e-12	2.7241479467302745e-11
AlphaK3	Alpha	10	169	2	35	1180	11901	0.5967806639253835	-0.7447273027775889	0.9755258502888782	0.9999999999943993	0.010761217823468533	2.4323713852674953e-12	0.576319612590799	-0.7950589783277334	0.8743773440299205	1.0000000000627258	0.05830110390631832	2.7241479467302745e-11	upregulated set	0.5967806639253835	-0.7447273027775889	0.9755258502888782	0.9999999999943993	0.010761217823468533	2.4323713852674953e-12
HUNK	CAMK	5	169	3	35	758	11901	0.46451265397886055	-1.106210196699477	0.984414926023958	0.9999999999943993	0.006821810003064687	2.4323713852674953e-12	1.3457595175273274	0.4284206284715346	0.3877680502446652	1.0000000000627258	0.41142797703672923	2.7241479467302745e-11	downregulated set	0.7430748116404785	-0.4284206284715346	0.3877680502446652	1.0000000000627258	0.41142797703672923	2.7241479467302745e-11
JNK1	CMGC	22	169	3	35	993	11901	1.560163749798888	0.6416974576931759	0.02617888345507456	0.24036974808750278	1.5820488803078223	0.6191201916834048	1.0272766508416056	0.038824759114252705	0.5683210361139981	1.0000000000627258	0.24540626846847005	2.7241479467302745e-11	upregulated set	1.560163749798888	0.6416974576931759	0.02617888345507456	0.24036974808750278	1.5820488803078223	0.6191201916834048
caMLCK	CAMK	2	169	0	35	316	11901	0.4456969515392105	-1.1658650015928507	0.9400710340093505	0.9999999999943993	0.02683932883357643	2.4323713852674953e-12	0.5380198915009041	-0.8942685822556328	0.9999999999971712	1.0000000000627258	1.2285531923906255e-12	2.7241479467302745e-11	downregulated set	1.858667338879086	0.8942685822556328	0.9999999999971712	1.0000000000627258	1.2285531923906255e-12	2.7241479467302745e-11
JNK2	CMGC	23	169	5	35	956	11901	1.694207868089426	0.7606108946605168	0.009665480940523483	0.13022027841646933	2.0147765312247863	0.8853213804481374	1.778392109982068	0.8305734528280841	0.14681759937136252	1.0000000000627258	0.8332218813972055	2.7241479467302745e-11	downregulated set	0.5623056885975969	-0.8305734528280841	0.14681759937136252	1.0000000000627258	0.8332218813972055	2.7241479467302745e-11
IRAK4	TKL	8	169	5	35	643	11901	0.8761445517038291	-0.19075918074369494	0.6978076453457822	0.9999999999943993	0.15626427662867004	2.4323713852674953e-12	2.64407909353477	1.4027653334808854	0.03911644806431362	1.0000000000627258	1.4076405878339033	2.7241479467302745e-11	downregulated set	0.3782035123098899	-1.4027653334808854	0.03911644806431362	1.0000000000627258	1.4076405878339033	2.7241479467302745e-11
MASTL	AGC	13	169	0	35	837	11901	1.093741384063965	0.12927165217500114	0.41214673333063323	0.9999999999943993	0.3849481380187559	2.4323713852674953e-12	0.20312339989759345	-2.2995716466288734	1.0000000000061784	1.0000000000627258	2.6832411756762323e-12	2.7241479467302745e-11	upregulated set	1.093741384063965	0.12927165217500114	0.41214673333063323	0.9999999999943993	0.3849481380187559	2.4323713852674953e-12
JNK3	CMGC	18	169	2	35	973	11901	1.3027360022379393	0.3815447532454535	0.15307741396036226	0.7730409404998294	0.8150888832141392	0.11179750509547781	0.6989282043752754	-0.516783828859641	0.7920392486721207	1.0000000000627258	0.10125329687088323	2.7241479467302745e-11	upregulated set	1.3027360022379393	0.3815447532454535	0.15307741396036226	0.7730409404998294	0.8150888832141392	0.11179750509547781
TGFBR1	TKL	12	169	0	35	976	11901	0.8658211271704337	-0.20785909025747748	0.7380210683186338	0.9999999999943993	0.13193124017706176	2.4323713852674953e-12	0.17419496487119437	-2.521225171641416	0.9999999999847156	1.0000000000627258	6.6379481160702805e-12	2.7241479467302745e-11	upregulated set	0.8658211271704337	-0.20785909025747748	0.7380210683186338	0.9999999999943993	0.13193124017706176	2.4323713852674953e-12
TGFBR2	TKL	6	169	0	35	619	11901	0.682585961323379	-0.5509173519088559	0.8767571942151877	0.9999999999943993	0.05712066183637832	2.4323713852674953e-12	0.27465958919916916	-1.8642834332927944	0.999999999996146	1.0000000000627258	1.6737831836997658e-12	2.7241479467302745e-11	upregulated set	0.682585961323379	-0.5509173519088559	0.8767571942151877	0.9999999999943993	0.05712066183637832	2.4323713852674953e-12
LATS1	AGC	1	169	1	35	565	11901	0.12463737759857568	-3.004191310718298	0.9997184487469091	0.9999999999943993	0.00012229337232442196	2.4323713852674953e-12	0.6018204804045512	-0.7325948913810799	0.8178294895851194	1.0000000000627258	0.08733723355523924	2.7241479467302745e-11	downregulated set	1.6616250735232334	0.7325948913810799	0.8178294895851194	1.0000000000627258	0.08733723355523924	2.7241479467302745e-11
LATS2	AGC	7	169	1	35	420	11901	1.1736686390532547	0.23102515097573423	0.39012953483666624	0.9999999999943993	0.408791170090548	2.4323713852674953e-12	0.8095918367346939	-0.3047333517446522	0.7159553905294171	1.0000000000627258	0.14511403670117384	2.7241479467302745e-11	upregulated set	1.1736686390532547	0.23102515097573423	0.39012953483666624	0.9999999999943993	0.408791170090548	2.4323713852674953e-12
MYO3B	STE	8	169	3	35	711	11901	0.7923501360697076	-0.3357900030351629	0.7959500761282065	0.9999999999943993	0.09911417138542586	2.4323713852674953e-12	1.4347197106690777	0.5207689170232112	0.34938235662658584	1.0000000000627258	0.4566990301292298	2.7241479467302745e-11	downregulated set	0.6970002520796572	-0.5207689170232112	0.34938235662658584	1.0000000000627258	0.4566990301292298	2.7241479467302745e-11
PKR	Other	1	169	4	35	611	11901	0.11525387617544233	-3.117112823234477	0.9998576638087521	0.9999999999943993	0.00006182022216596172	2.4323713852674953e-12	2.2260462941314008	1.1544835961027409	0.10377161623418919	1.0000000000627258	0.983921419113296	2.7241479467302745e-11	downregulated set	0.44922695571800686	-1.1544835961027409	0.10377161623418919	1.0000000000627258	0.983921419113296	2.7241479467302745e-11
MYO3A	STE	4	169	0	35	620	11901	0.45432334414964687	-1.138208658689985	0.977743155162106	0.9999999999943993	0.009775215708976371	2.4323713852674953e-12	0.2742165898617512	-1.8666122393527669	1.0000000000084952	1.0000000000627258	3.68942045427055e-12	2.7241479467302745e-11	upregulated set	0.45432334414964687	-1.138208658689985	0.977743155162106	0.9999999999943993	0.009775215708976371	2.4323713852674953e-12
PKCE	AGC	0	169	1	35	67	11901	0.5255232712178751	-0.92817344387352	0.9999999999943993	0.9999999999943993	2.4323713852674953e-12	2.4323713852674953e-12	5.075053304904051	2.3434229754636977	0.1814764495631637	1.0000000000627258	0.741179725935719	2.7241479467302745e-11	downregulated set	0.19704226535585245	-2.3434229754636977	0.1814764495631637	1.0000000000627258	0.741179725935719	2.7241479467302745e-11
PKCD	AGC	3	169	1	35	97	11901	2.1779418044287198	1.1229654051182811	0.16488981878768555	0.8058325014946568	0.7828061592786641	0.09375522027461304	3.5054491899852724	1.8095993237343426	0.25096204672835093	1.0000000000627258	0.6003919523944519	2.7241479467302745e-11	downregulated set	0.28527014536593565	-1.8095993237343426	0.25096204672835093	1.0000000000627258	0.6003919523944519	2.7241479467302745e-11
PKCG	AGC	1	169	1	35	123	11901	0.572521287343051	-0.8045987587549874	0.8275260723211908	0.9999999999943993	0.08221831430529802	2.4323713852674953e-12	2.764459930313589	1.4669976605822304	0.3065194654262486	1.0000000000627258	0.5135419405296566	2.7241479467302745e-11	downregulated set	0.36173430804134105	-1.4669976605822304	0.3065194654262486	1.0000000000627258	0.5135419405296566	2.7241479467302745e-11
PKCA	AGC	1	169	1	35	169	11901	0.41668709078813765	-1.262963689697932	0.9105579609673462	0.9999999999943993	0.040692404259934756	2.4323713852674953e-12	2.0120033812341505	1.008632729639286	0.3951637920621971	1.0000000000627258	0.403222855653198	2.7241479467302745e-11	downregulated set	0.4970170573901353	-1.008632729639286	0.3951637920621971	1.0000000000627258	0.403222855653198	2.7241479467302745e-11
CAMK1G	CAMK	5	169	0	35	160	11901	2.200628698224852	1.1379157465842524	0.08217526374825276	0.5365396463174733	1.0852588933403207	0.27039818135740995	1.0625892857142858	0.08758407103410809	0.9999999999750611	1.0000000000627258	1.08308439407283e-11	2.7241479467302745e-11	upregulated set	2.200628698224852	1.1379157465842524	0.08217526374825276	0.5365396463174733	1.0852588933403207	0.27039818135740995
PKCB	AGC	3	169	1	35	154	11901	1.3718204872051025	0.45609170661050724	0.3775153202629591	0.9999999999943993	0.4230654192118608	2.4323713852674953e-12	2.207977736549165	1.1427256252265687	0.36754196069248024	1.0000000000627258	0.4346930722072053	2.7241479467302745e-11	downregulated set	0.45290311738509376	-1.1427256252265687	0.36754196069248024	1.0000000000627258	0.4346930722072053	2.7241479467302745e-11
